Code Article;Libellé famille article;Fournisseur;Désignation courte article;Prix de vente Ht tarif|;Prix de vente Ttc tarif|;Prix de vente Ht tarif|BYMAL;Prix de vente Ttc tarif|BYMAL;Prix de vente Ht tarif|N;Prix de vente Ttc tarif|N;Prix de vente Ht tarif|NPRO;Prix de vente Ttc tarif|NPRO;Prix de vente Ht tarif|PHAR;Prix de vente Ttc tarif|PHAR;Prix de vente Ht tarif|ROBIN;Prix de vente Ttc tarif|ROBIN;Prix de vente Ht tarif|TP;Prix de vente Ttc tarif|TP;Prix de vente Ht tarif|TROPI;Prix de vente Ttc tarif|TROPI;Date_MAJ
ACCSSBALAIKIT;ACCESSOIRE;SINEL;SIBEL BALAI CAOUTCHOU + MANCHE JAUNE;21,00;22,79;17,88;19,40;0,00;0,00;23,32;25,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBIGOMD24;ACCESSOIRE;SINEL;12 BIGOUDIS METAL SIBEL DIAMETRE 24 MM;11,34;12,30;0,00;0,00;0,00;0,00;12,44;13,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBIGOMD32;ACCESSOIRE;SINEL;12 BIGOUDIS METALLIQUES SIBEL DIAMETRE 32 mm;15,51;16,83;0,00;0,00;0,00;0,00;17,51;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBIGOPBLE;ACCESSOIRE;SINEL;SIBEL PAQUET DE 12 BIGOUDIS a PERMANENTE Bleu/Gris;5,90;6,40;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBIGOPNOI;ACCESSOIRE;SINEL;SIBEL PAQUET DE 12 BIGOUDIS a PERMANENTE Noir/Gris diam 16;5,90;6,40;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBIGOPROU;ACCESSOIRE;SINEL;SIBEL PAQUET DE 12 BIGOUDIS a PERMANENTE Bleu/Rouge;5,90;6,40;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBIGOU016;ACCESSOIRE;SINEL;SIBEL 12 BIGOUDIS MOUSSE orange DIAM 16mm;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBOCHB11C;ACCESSOIRE;SINEL;SIBEL BOUDIN A CHIGNON BLOND 11CM;5,95;6,46;0,00;0,00;0,00;0,00;6,64;7,20;0,00;0,00;0,00;0,00;7,37;8,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBOCHB9CM;ACCESSOIRE;SINEL;SIBEL BOUDIN A CHIGNON BLOND 8CM;4,95;5,37;0,00;0,00;0,00;0,00;5,53;6,00;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBOCHM11C;ACCESSOIRE;SINEL;SIBEL BOUDIN A CHIGNON MARRON 11CM;5,95;6,46;0,00;0,00;0,00;0,00;6,64;7,20;0,00;0,00;0,00;0,00;7,37;8,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBOCHM9CM;ACCESSOIRE;SINEL;SIBEL BOUDIN A CHIGNON MARRON 8CM;4,95;5,37;0,00;0,00;0,00;0,00;5,53;6,00;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBONMEBLE;ACCESSOIRE;SINEL;SIBEL 5 BONNETS A MECHES + CROCHET;8,90;9,66;0,00;0,00;0,00;0,00;10,14;11,00;0,00;0,00;0,00;0,00;13,82;15,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBONMELOR;ACCESSOIRE;SINEL;SIBEL BONNET A MECHES en SILICONE + CROCHET LORY;19,90;21,59;0,00;0,00;0,00;0,00;22,12;24,00;0,00;0,00;0,00;0,00;36,87;40,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBONMEMAR;ACCESSOIRE;SINEL;SIBEL BONNET A MECHES en SILICONE + CROCHET;22,90;24,85;0,00;0,00;0,00;0,00;25,81;28,00;0,00;0,00;0,00;0,00;41,47;45,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBONMESAC;ACCESSOIRE;SINEL;SIBEL BONNET A MECHE SILICONE sans crochet SILICAP;19,90;21,59;0,00;0,00;0,00;0,00;22,12;24,00;0,00;0,00;0,00;0,00;36,87;40,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBONPMNOI;ACCESSOIRE;SINEL;BONNET A PERMANENTE NOIR SIBEL FLEXI FIBER;13,50;14,65;0,00;0,00;0,00;0,00;15,21;16,50;0,00;0,00;0,00;0,00;16,59;18,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBONPMPLA;ACCESSOIRE;SINEL;BONNET A PERMANENTE NOIR SIBEL PLASTI-CAP ELSATIQUE;8,53;9,25;0,00;0,00;0,00;0,00;9,68;10,50;0,00;0,00;0,00;0,00;11,98;13,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBONSHALU;ACCESSOIRE;SINEL;BONNET SECHOIR ALU SIBEL;25,00;27,13;0,00;0,00;0,00;0,00;27,65;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBOUCH11C;ACCESSOIRE;SINEL;SIBEL BOUDIN A CHIGNON ROND 11CM;5,95;6,46;0,00;0,00;0,00;0,00;6,64;7,20;0,00;0,00;0,00;0,00;11,06;12,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBOUCH9CM;ACCESSOIRE;SINEL;SIBEL BOUDIN A CHIGNON ROND 9 CM;4,95;5,37;0,00;0,00;5,53;6,00;0,00;0,00;0,00;0,00;0,00;0,00;9,22;10,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBOUCHLNG;ACCESSOIRE;SINEL;BOUDIN A CHIGNON A PRESSION LONG NOIR;3,90;4,23;0,00;0,00;0,00;0,00;4,61;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSBRACENOI;ACCESSOIRE;SINEL;SIBEL bracelet support papier permanente;6,65;7,22;0,00;0,00;0,00;0,00;7,37;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSCARCAAVC;ACCESSOIRE;SINEL;SIBEL CARNET DE CAISSE avec chiffre;18,43;20,00;0,00;0,00;0,00;0,00;20,28;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSCARCASSC;ACCESSOIRE;SINEL;SIBEL CARNET DE CAISSE sans chiffre;18,43;20,00;0,00;0,00;0,00;0,00;20,28;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSCARNTGRD;ACCESSOIRE;SINEL;CARNET DE RENDEZ-VOUS GRAND FORMAT;14,65;15,90;12,44;13,50;0,00;0,00;16,13;17,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSELAST012;ACCESSOIRE;SINEL;SACHET DE 12 Elastiques SIBEL A crochets noirs;7,90;8,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSELAST050;ACCESSOIRE;SINEL;BOITE DE 50 ELASTIQUES NOIR SIBEL diam�tre 45 mm;9,59;10,40;0,00;0,00;0,00;0,00;10,60;11,50;0,00;0,00;0,00;0,00;16,59;18,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSELASTCAO;ACCESSOIRE;SINEL;ELASTIQUES A BIGOUDIS A PERMANENTE CAOUTCHOU;5,95;6,46;0,00;0,00;0,00;0,00;6,91;7,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSELASTNOI;ACCESSOIRE;SINEL;BOITE DE 250 MINIS ELASTIQUES NOIR SIBEL;9,59;10,40;0,00;0,00;0,00;0,00;10,60;11,50;0,00;0,00;0,00;0,00;16,59;18,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSELASTSIL;ACCESSOIRE;SINEL;ELASTIQUES A BIGOUDIS A PERMANENTE SILICONE;5,95;6,46;0,00;0,00;0,00;0,00;6,64;7,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSEPLIB045;ACCESSOIRE;SINEL;SIBEL EPINGLES LISSES BRONZE 45 MM 500g;13,20;14,32;0,00;0,00;0,00;0,00;14,65;15,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSEPLIB065;ACCESSOIRE;SINEL;SIBEL EPINGLES LISSES BRONZE 65 MM 500g;17,16;18,61;0,00;0,00;0,00;0,00;19,36;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSEPLIN045;ACCESSOIRE;SINEL;SIBEL EPINGLES LISSES NOIR 45 MM 500g;11,90;12,91;0,00;0,00;0,00;0,00;13,18;14,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSEPLIN065;ACCESSOIRE;SINEL;SIBEL EPINGLES LISSES NOIR 65 MM 500g;11,90;12,91;0,00;0,00;0,00;0,00;13,18;14,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSEPONB045;ACCESSOIRE;SINEL;SIBEL EPINGLES ONDULEES BRONZE 45 MM;11,90;12,91;0,00;0,00;0,00;0,00;13,18;14,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSEPONB065;ACCESSOIRE;SINEL;SIBEL EPINGLES ONDULEES BRONZE 65 MM;11,90;12,91;0,00;0,00;0,00;0,00;13,18;14,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSFILMN30C;ACCESSOIRE;SINEL;SIBEL Film Transparent NON predecoupe 30 cm x 500 m;30,49;33,08;32,26;35,00;0,00;0,00;34,10;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSFILMT15C;ACCESSOIRE;SINEL;SIBEL Film Transparent predecoupe 15 cm;19,08;20,70;0,00;0,00;0,00;0,00;21,20;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSFILMT30C;ACCESSOIRE;SINEL;SIBEL Film Transparent predecoupe 30 cm;31,65;34,34;29,95;32,50;0,00;0,00;35,02;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPALLENOI;ACCESSOIRE;SINEL;PALETTE A MECHE SIBEL NOIR;3,99;4,33;0,00;0,00;0,00;0,00;4,42;4,80;0,00;0,00;0,00;0,00;4,61;5,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPAPIEPTE;ACCESSOIRE;SINEL;SIBEL PAQUET DE PAPIER POINTE;5,95;6,46;0,00;0,00;0,00;0,00;6,64;7,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPAPME25C;ACCESSOIRE;SINEL;SIBEL paquet de 250 PAPIER A MECHES 25cm;13,36;14,50;0,00;0,00;0,00;0,00;14,75;16,00;0,00;0,00;0,00;0,00;20,28;22,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPAPME30C;ACCESSOIRE;SINEL;SIBEL 200 PAPIER A MECHES GOLD 30CM;26,90;29,19;0,00;0,00;0,00;0,00;29,86;32,40;0,00;0,00;0,00;0,00;44,24;48,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPAPME40C;ACCESSOIRE;SINEL;SIBEL paquet de 250 PAPIER A MECHES 40cm;19,82;21,50;0,00;0,00;0,00;0,00;23,04;25,00;0,00;0,00;0,00;0,00;27,65;30,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPICEN070;ACCESSOIRE;SINEL;PAQUET DE 10 PICS EN PLASTIQUE 70 mm;3,20;3,47;0,00;0,00;0,00;0,00;3,55;3,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPICEN170;ACCESSOIRE;SINEL;PAQUET DE 100 PICS EN PLASTIQUE 70 mm;26,90;29,19;0,00;0,00;0,00;0,00;29,90;32,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPICEN190;ACCESSOIRE;SINEL;PAQUET DE 100 PICS EN PLASTIQUE 90 mm;26,90;29,19;0,00;0,00;0,00;0,00;29,49;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPICENCOL;ACCESSOIRE;SINEL;PAQUET DE 20 PICS EN PLASTIQUE colores 70 mm;1,65;1,79;0,00;0,00;0,00;0,00;1,84;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPICENPLA;ACCESSOIRE;SINEL;PAQUET DE 10 PICS EN PLASTIQUE 90 mm;3,20;3,47;0,00;0,00;0,00;0,00;3,59;3,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCBNOI;ACCESSOIRE;AUTRE;SIBEL PAQUET DE 12 PINCES CRABES NOIRE PLASTIQUES;7,95;8,63;0,00;0,00;0,00;0,00;8,85;9,60;0,00;0,00;0,00;0,00;9,22;10,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCE-XL;ACCESSOIRE;SINEL;PINCEAU COLORATION SIBEL XL;4,35;4,72;0,00;0,00;0,00;0,00;4,84;5,25;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCEBIZ;ACCESSOIRE;SINEL;PINCEAU COLORATION SIBEL BIZEAUTE;2,90;3,15;0,00;0,00;0,00;0,00;3,23;3,50;0,00;0,00;0,00;0,00;5,35;5,80;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCEGRD;ACCESSOIRE;SINEL;PINCEAU COLORATION SIBEL AVEC PICOT;4,35;4,72;0,00;0,00;0,00;0,00;4,84;5,25;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCELAR;ACCESSOIRE;SINEL;PINCEAU COLORATION SIBEL LARGE;2,90;3,15;0,00;0,00;0,00;0,00;3,23;3,50;0,00;0,00;0,00;0,00;4,61;5,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCS11C;ACCESSOIRE;SINEL;6 PINCES de SEPARATION GATOR NOIR;10,99;11,92;0,00;0,00;0,00;0,00;12,21;13,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCSCOL;ACCESSOIRE;SINEL;12 PINCES de SEPARATION COLOREES;7,37;8,00;0,00;0,00;0,00;0,00;8,29;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCSLNG;ACCESSOIRE;SINEL;SIBEL 12 PINCES a SEPARATION LONG METAL;4,99;5,41;0,00;0,00;0,00;0,00;5,53;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCSMIX;ACCESSOIRE;SINEL;SIBEL 4 PINCES SEPARATION GATOR NOIR 9+11 CM;7,65;8,30;0,00;0,00;0,00;0,00;8,53;9,25;0,00;0,00;0,00;0,00;13,82;15,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCSNOI;ACCESSOIRE;SINEL;SIBEL 6 PINCES de SEPARATION COLORPROOF;10,50;11,39;0,00;0,00;0,00;0,00;11,71;12,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSPINCSPET;ACCESSOIRE;SINEL;SIBEL 12 PINCES a SEPARATION PETIT METAL;2,77;3,00;0,00;0,00;0,00;0,00;3,23;3,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSU402B065;ACCESSOIRE;SINEL;PINCES a CHIGNON MARRON 6.5cm de 250G;16,00;17,36;0,00;0,00;0,00;0,00;17,51;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCSSU402B5CM;ACCESSOIRE;SINEL;PINCESA CHIGNON MARRON 5cm de 250G;16,00;17,36;0,00;0,00;0,00;0,00;17,51;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCTXSHAKE125;ACCESSOIRE;;TERMIX BOL MELANGEUR TEINTURE 125 ML;8,99;9,75;0,00;0,00;0,00;0,00;9,98;10,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXAIGUIINX;ACCESSOIRE;AUTRE;AIGUILLE A MECHE;1,99;2,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXALUMIROL;ACCESSOIRE;AUTRE;ROULEAUX DE PAPIERS ALLUMINIUM PM;10,00;10,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXANNEABTE;ACCESSOIRE;AUTRE;BOITE D'ANNEAU a EXTENSION;8,99;9,75;0,00;0,00;0,00;0,00;9,95;10,80;0,00;0,00;0,00;0,00;14,75;16,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBALAICOU;ACCESSOIRE;AUTRE;BALAI A COU PRO SERVICE;12,50;13,56;0,00;0,00;0,00;0,00;13,82;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBALAITAL;ACCESSOIRE;AUTRE;BALAI a COU a Talc;12,00;13,02;0,00;0,00;0,00;0,00;13,32;14,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOU006;ACCESSOIRE;AUTRE;12 BIGOUDIS MOUSSE cyan DIAMETRE 6 MM;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOU010;ACCESSOIRE;AUTRE;12 BIGOUDIS MOUSSE jaune DIAMETRE 10 MM;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOU014;ACCESSOIRE;AUTRE;12 BIGOUDIS MOUSSE bleu DIAMETRE 14 MM;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOU016;ACCESSOIRE;AUTRE;12 BIGOUDIS MOUSSE orange DIAMETRE 16 MM;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOU018;ACCESSOIRE;AUTRE;12 BIGOUDIS MOUSSE gris DIAMETRE 18 MM;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOU020;ACCESSOIRE;AUTRE;12 BIGOUDIS MOUSSE violet DIAMETRE 20 MM;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOU022;ACCESSOIRE;AUTRE;12 BIGOUDIS MOUSSE vert DIAMETRE 22 MM;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOUCRL;ACCESSOIRE;AUTRE;BIGOUDIS a permanente;5,90;6,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOUD12;ACCESSOIRE;AUTRE;12 BIGOUDIS MOUSSE rouge DIAMETRE 12 MM;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOUD14;ACCESSOIRE;AUTRE;PAQUET DE 12 BIGOUDIS DIAMETRE 14 MM;5,00;5,42;0,00;0,00;0,00;0,00;5,55;6,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOUMOU;ACCESSOIRE;AUTRE;PAQUET DE BIGOUDIS MOUSSE;8,00;8,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBIGOUVEL;ACCESSOIRE;AUTRE;PAQUET DE 12 BIGOUDIS VELOURS;8,00;8,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBOLCLVIO;ACCESSOIRE;AUTRE;bol coloration violet;2,99;3,24;0,00;0,00;0,00;0,00;3,32;3,60;0,00;0,00;0,00;0,00;4,61;5,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBONCHPLA;ACCESSOIRE;AUTRE;BONNET CHAUFFANT PLASTIQUE;5,95;6,46;0,00;0,00;0,00;0,00;6,60;7,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBONMESIL;ACCESSOIRE;AUTRE;BONNET a MECHES en SILICONE;22,90;24,85;0,00;0,00;0,00;0,00;25,44;27,60;0,00;0,00;0,00;0,00;32,26;35,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBONUINOI;ACCESSOIRE;AUTRE;BONNET DE NUIT NOIR;5,00;5,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBOUCHLNG;ACCESSOIRE;AUTRE;BOUDIN A CHIGNON LONG;6,95;7,54;0,00;0,00;0,00;0,00;7,83;8,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBOUCHRND;ACCESSOIRE;AUTRE;BOUDIN A CHIGNON ROND PETIT;2,99;3,24;0,00;0,00;0,00;0,00;3,32;3,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBRACEMAG;ACCESSOIRE;AUTRE;BRACELET AIMANTE PINS UP;7,50;8,14;0,00;0,00;0,00;0,00;8,29;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXBROSPNOI;ACCESSOIRE;AUTRE;BROSSE MANCHE EN PLASTIQUE NOIR;14,43;15,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXCAPCLPET;ACCESSOIRE;AUTRE;CAPE PLASTIQUE pour COLORATION NOIR;9,99;10,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXCARCAATR;ACCESSOIRE;AUTRE;10 Carnets caisse autocopiant avec numero (rose);14,90;16,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXCARCAAUT;ACCESSOIRE;AUTRE;10 Carnets caisse autocopiant avec numero (bleu);14,90;16,17;0,00;0,00;0,00;0,00;16,59;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXCRPCHNOI;ACCESSOIRE;AUTRE;CREPON a CHIGNON;7,90;8,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXDOSER200;ACCESSOIRE;AUTRE;VERRE DOSEUR Transparent 200 ml;2,90;3,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXDOSER230;ACCESSOIRE;AUTRE;VERRE DOSEUR Transparent 230 ml;2,90;3,15;0,00;0,00;0,00;0,00;3,22;3,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXELASTBIG;ACCESSOIRE;AUTRE;ELASTIQUE a BIGOUDIS PERMANENTE;5,95;6,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXELASTCHG;ACCESSOIRE;AUTRE;SACHET de 4 ELASTIQUES A CHIGNON;1,99;2,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXEPGPRASP;ACCESSOIRE;AUTRE;EPONGE a PERMANENTE AVEC SUPPORT;2,99;3,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXEPGPRSSP;ACCESSOIRE;AUTRE;EPONGE a PERMANENTE SANS SUPPORT;1,90;2,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXFILETNOI;ACCESSOIRE;AUTRE;FILET A CHIGNON;3,99;4,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXFILMT30C;ACCESSOIRE;AUTRE;Film Transparent nondecoupe 30 cm;9,99;10,84;0,00;0,00;0,00;0,00;11,06;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
ACCXXFRANGCHC;ACCESSOIRE;AUTRE;FRANGE CHATAIN CLAIR;17,51;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-06-08T13:53:35.436Z
